Temperature,Humidity,HeartRate,SpO2,HeatIndex,Label
33.98,85.73,124.9,94.4,44.96,WARNING
28.99,58.52,126.4,94.7,32.69,WARNING
29.4,40.86,100.7,100.0,30.91,SAFE
40.76,59.83,151.6,96.6,51.86,DANGER
40.17,79.44,164.1,90.9,55.59,CRITICAL
38.04,83.47,140.0,96.7,52.25,DANGER
35.86,50.38,138.9,95.4,41.62,DANGER
38.75,69.97,130.1,95.2,50.61,DANGER
24.17,42.99,135.8,98.0,24.43,WARNING
39.88,82.39,157.7,93.9,55.72,DANGER
36.28,70.96,142.9,94.8,46.35,DANGER
36.31,90.14,162.4,94.2,50.22,DANGER
36.15,41.61,142.8,94.8,40.34,DANGER
33.58,59.22,135.7,95.2,39.7,DANGER
32.88,67.99,133.0,97.3,40.04,WARNING
25.43,28.02,86.0,97.2,24.43,SAFE
21.58,43.68,100.1,97.9,21.29,SAFE
26.97,41.32,83.8,97.7,27.81,SAFE
35.97,31.4,128.8,96.4,38.09,WARNING
20.28,61.3,75.3,98.9,21.07,SAFE
31.39,63.59,130.8,96.6,37.0,WARNING
40.76,82.86,157.8,91.9,57.67,CRITICAL
42.38,61.92,173.6,92.4,55.41,CRITICAL
23.8,73.99,63.6,99.2,26.97,SAFE
32.78,58.55,121.6,96.1,38.34,WARNING
27.92,53.54,121.1,95.8,30.54,WARNING
28.84,52.04,105.3,96.9,31.63,WARNING
29.49,34.95,111.7,96.7,30.22,WARNING
39.49,85.97,182.4,93.2,55.78,CRITICAL
24.09,76.62,152.3,98.0,27.65,SAFE
32.91,27.38,136.4,97.3,33.41,WARNING
36.21,90.41,186.6,89.6,50.07,CRITICAL
43.57,64.85,161.7,93.1,58.53,CRITICAL
31.88,52.87,129.6,94.8,36.09,WARNING
36.69,45.97,143.9,96.9,42.01,DANGER
19.67,61.87,87.6,97.5,20.34,SAFE
24.56,53.99,93.1,97.6,26.04,SAFE
18.37,43.07,97.9,97.0,17.36,SAFE
29.25,54.88,96.4,96.0,32.58,WARNING
34.37,51.02,147.5,96.3,39.48,DANGER
27.35,38.81,85.4,98.2,28.0,SAFE
36.05,93.99,147.3,94.8,50.45,DANGER
27.4,53.62,129.6,96.3,29.84,WARNING
43.36,70.29,149.3,95.9,59.7,DANGER
37.17,77.26,149.7,95.7,49.26,DANGER
29.89,45.23,130.6,95.6,32.17,WARNING
33.56,41.26,138.7,97.9,36.6,WARNING
36.62,58.77,145.9,95.1,44.49,DANGER
43.18,79.57,186.5,93.3,61.99,CRITICAL
35.84,53.14,157.1,100.0,42.13,DANGER
40.52,78.57,169.5,95.5,56.1,CRITICAL
33.83,63.33,140.8,95.4,40.8,DANGER
30.52,65.24,68.8,99.6,35.9,SAFE
24.1,39.34,98.3,98.3,23.99,SAFE
43.79,85.27,174.3,92.5,65.0,CRITICAL
36.47,47.82,160.9,95.4,42.05,DANGER
30.78,63.03,122.5,96.6,35.98,WARNING
32.21,49.99,136.9,96.5,36.12,WARNING
26.3,50.84,122.0,97.9,28.02,WARNING
35.58,82.88,146.6,91.8,47.4,DANGER
33.06,62.28,132.5,97.7,39.39,WARNING
36.63,66.88,141.9,94.7,46.16,DANGER
18.92,30.41,95.3,98.8,17.11,SAFE
38.58,38.82,151.2,94.9,43.3,WARNING
38.92,74.25,150.4,95.5,51.91,DANGER
41.35,64.0,159.2,95.3,54.01,DANGER
37.62,54.1,139.2,93.2,45.16,WARNING
46.25,79.84,169.6,90.1,69.06,CRITICAL
22.25,36.29,91.6,98.2,21.45,SAFE
27.94,51.63,72.3,96.8,30.34,SAFE
35.57,76.41,162.4,90.4,46.15,CRITICAL
36.64,32.0,150.3,92.2,39.12,DANGER
24.05,64.98,88.1,97.7,26.45,SAFE
40.99,91.41,163.4,94.1,60.35,CRITICAL
24.75,56.64,98.0,98.2,26.56,SAFE
31.02,81.56,126.5,96.3,39.08,WARNING
27.46,12.17,133.8,95.5,24.92,WARNING
33.94,48.65,143.1,96.0,38.42,WARNING
35.69,67.09,148.9,92.9,44.58,DANGER
42.77,49.61,174.2,94.8,52.68,CRITICAL
36.24,62.63,116.5,96.4,44.63,WARNING
27.94,33.49,93.5,98.3,28.09,SAFE
41.54,80.67,180.0,95.0,58.75,CRITICAL
40.07,61.47,136.7,96.5,51.02,WARNING
38.16,51.17,141.2,95.9,45.4,DANGER
35.87,68.83,120.8,97.3,45.22,WARNING
40.57,81.08,173.9,93.6,56.83,CRITICAL
32.64,53.33,110.1,97.2,37.28,WARNING
39.02,84.01,143.4,94.6,54.34,DANGER
40.76,69.64,156.1,90.4,54.34,CRITICAL
37.68,59.08,153.2,93.6,46.33,DANGER
25.67,57.44,110.7,98.1,27.89,SAFE
40.03,59.53,166.1,90.7,50.49,CRITICAL
36.77,84.97,133.1,98.1,50.08,WARNING
33.4,43.79,120.8,94.5,36.81,WARNING
38.73,53.49,145.0,95.8,46.84,DANGER
38.42,49.72,159.7,93.4,45.5,DANGER
27.78,48.25,79.5,99.0,29.71,SAFE
42.85,71.47,172.0,91.0,58.98,CRITICAL
18.13,64.14,109.3,97.6,18.52,SAFE
35.59,83.42,146.8,90.7,47.51,DANGER
35.41,79.99,153.9,93.0,46.53,DANGER
25.8,70.23,134.5,96.4,29.47,WARNING
36.49,52.82,154.2,96.6,43.08,DANGER
26.85,52.29,113.2,97.6,28.94,WARNING
41.65,75.53,184.3,92.8,57.63,CRITICAL
36.4,79.39,136.5,96.4,48.26,DANGER
24.64,57.25,117.2,97.4,26.48,SAFE
21.79,57.49,126.9,97.1,22.73,SAFE
31.68,73.39,151.1,94.9,38.95,DANGER
23.04,40.72,81.5,98.6,22.81,SAFE
46.33,63.32,186.2,91.9,63.66,CRITICAL
42.76,66.69,159.7,91.0,57.46,CRITICAL
36.56,52.09,117.3,96.5,43.05,WARNING
43.07,51.98,165.3,94.5,53.88,CRITICAL
32.68,52.08,138.3,97.5,37.15,WARNING
28.05,34.95,98.2,97.9,28.41,SAFE
26.23,56.29,121.3,95.1,28.54,WARNING
36.95,55.58,161.2,96.3,44.38,DANGER
34.26,46.08,135.7,94.3,38.44,DANGER
42.08,47.33,159.1,95.2,50.89,DANGER
37.43,86.19,155.1,88.3,51.63,CRITICAL
36.21,80.98,167.2,94.8,48.21,CRITICAL
26.05,43.47,86.3,98.4,26.87,SAFE
31.35,44.37,145.4,94.9,34.03,WARNING
26.87,68.18,86.2,96.7,30.81,SAFE
40.32,47.03,153.4,94.1,47.91,DANGER
31.14,33.39,109.6,96.5,32.11,SAFE
23.14,52.55,101.8,97.6,24.03,SAFE
32.65,68.12,174.2,92.2,39.7,CRITICAL
29.01,35.32,135.8,94.9,29.67,WARNING
29.06,38.72,96.7,97.8,30.18,SAFE
21.6,32.07,86.4,97.9,20.33,SAFE
24.83,62.02,75.7,96.9,27.23,SAFE
19.91,61.15,72.2,97.3,20.59,SAFE
34.72,60.46,136.5,94.9,41.72,WARNING
25.01,24.81,92.6,98.3,23.6,SAFE
28.33,56.97,102.7,98.7,31.54,SAFE
33.86,65.58,133.9,94.1,41.24,DANGER
40.12,75.29,175.3,90.0,54.48,CRITICAL
37.91,27.96,132.8,95.8,39.97,WARNING
41.84,66.78,170.3,93.5,55.69,CRITICAL
28.15,54.98,117.8,96.6,31.05,WARNING
19.22,26.16,105.7,100.0,17.14,SAFE
29.95,25.73,98.5,99.4,29.53,SAFE
32.99,65.36,139.0,94.5,39.8,DANGER
31.85,34.32,116.7,98.6,33.17,WARNING
35.18,63.98,152.1,96.9,43.12,DANGER
44.51,77.24,164.5,93.7,64.22,CRITICAL
39.07,84.36,146.9,92.1,54.52,CRITICAL
42.41,58.95,171.9,93.5,54.64,CRITICAL
29.85,23.2,119.4,95.2,29.06,WARNING
32.75,66.21,155.7,94.0,39.55,DANGER
36.32,60.95,122.4,97.6,44.43,WARNING
42.65,72.55,166.1,95.7,58.86,CRITICAL
41.21,55.35,190.0,88.4,51.52,CRITICAL
38.61,40.48,122.9,96.9,43.72,DANGER
28.9,48.92,65.0,98.2,31.31,SAFE
38.18,93.82,158.1,95.0,54.8,DANGER
44.91,73.32,186.6,93.3,63.89,CRITICAL
36.8,72.59,156.9,97.2,47.61,DANGER
30.11,18.02,97.1,98.9,28.64,SAFE
29.99,59.12,117.3,97.6,34.24,WARNING
39.46,63.59,156.7,93.5,50.44,DANGER
23.71,61.98,79.7,98.9,25.69,SAFE
36.06,98.0,162.3,89.5,51.26,CRITICAL
47.35,75.6,171.4,94.9,70.17,CRITICAL
38.17,97.39,147.4,89.6,55.57,CRITICAL
45.41,57.88,163.7,91.0,60.02,CRITICAL
33.46,84.6,161.1,93.7,43.81,DANGER
26.33,63.34,100.8,98.5,29.47,SAFE
43.93,66.55,165.8,93.8,59.75,CRITICAL
26.65,44.64,83.8,99.3,27.78,SAFE
24.18,35.06,89.6,98.0,23.65,SAFE
25.85,34.53,105.8,96.4,25.64,SAFE
34.22,42.96,115.8,96.1,37.83,WARNING
35.71,57.21,131.0,97.2,42.71,DANGER
37.65,47.54,143.8,94.9,43.8,DANGER
35.49,40.93,156.0,93.4,39.27,DANGER
29.94,53.89,129.6,94.7,33.44,DANGER
42.69,80.73,149.3,91.4,61.23,CRITICAL
23.04,45.4,101.5,99.5,23.25,SAFE
39.3,87.88,164.7,96.4,55.81,DANGER
27.81,25.32,95.5,98.1,26.92,SAFE
26.53,46.14,107.0,99.2,27.79,SAFE
37.65,65.34,139.6,94.1,47.62,DANGER
29.23,41.26,150.4,97.3,30.74,WARNING
21.72,58.58,78.7,97.7,22.73,SAFE
41.1,78.36,164.0,90.4,57.24,CRITICAL
30.32,54.28,84.4,96.9,34.03,SAFE
31.78,45.4,129.3,96.5,34.8,WARNING
25.92,10.0,89.8,98.0,23.02,SAFE
37.11,71.95,171.3,92.4,48.04,DANGER
35.72,63.47,152.4,94.7,43.92,DANGER
45.03,66.83,171.5,91.7,62.1,CRITICAL
31.22,43.04,132.1,96.1,33.66,WARNING
22.49,49.07,88.8,98.3,22.89,SAFE
37.68,70.39,161.5,95.3,48.75,DANGER
32.94,66.3,136.6,93.6,39.86,WARNING
39.16,50.92,156.1,94.2,46.96,DANGER
25.14,56.44,132.4,96.6,27.07,SAFE
38.74,65.33,170.3,93.9,49.55,CRITICAL
31.79,52.74,122.9,96.7,35.94,WARNING
35.0,45.65,123.6,99.3,39.44,WARNING
42.64,84.26,187.9,90.5,62.12,CRITICAL
22.2,40.37,120.8,97.4,21.75,SAFE
28.86,73.4,127.5,94.9,34.45,WARNING
39.9,61.18,148.9,94.5,50.65,DANGER
35.76,58.51,143.4,96.5,43.03,WARNING
32.55,49.6,96.2,97.5,36.55,WARNING
36.17,87.7,125.0,94.2,49.46,DANGER
39.87,93.88,168.7,94.7,58.48,DANGER
32.27,62.26,142.6,97.5,38.15,DANGER
38.21,33.16,153.8,94.3,41.52,CRITICAL
21.88,53.09,99.0,97.4,22.47,SAFE
22.18,44.22,87.0,99.7,22.07,SAFE
42.4,61.36,167.6,91.7,55.28,CRITICAL
32.71,53.58,122.9,99.2,37.44,WARNING
35.28,73.93,159.2,96.2,45.16,DANGER
35.26,29.55,126.0,98.0,36.81,WARNING
36.07,59.2,134.9,94.8,43.67,WARNING
37.74,63.84,142.5,94.1,47.45,DANGER
37.76,82.07,135.4,95.6,51.4,DANGER
38.07,97.85,155.5,91.2,55.45,CRITICAL
44.97,74.47,174.6,93.9,64.37,CRITICAL
46.47,79.36,189.7,91.5,69.41,CRITICAL
32.09,65.06,121.3,96.1,38.31,WARNING
44.91,70.74,187.9,91.3,63.08,CRITICAL
37.5,92.73,143.4,96.6,53.16,DANGER
25.97,46.3,71.3,96.5,27.09,SAFE
37.0,75.1,136.5,96.0,48.5,DANGER
32.87,49.32,111.4,96.0,36.97,WARNING
29.85,45.36,127.7,96.3,32.13,WARNING
42.86,71.87,163.4,94.4,59.11,CRITICAL
39.65,71.38,187.0,89.6,52.64,CRITICAL
23.55,58.31,94.4,97.3,25.12,SAFE
35.26,69.24,119.4,95.7,44.24,WARNING
24.81,80.83,72.9,98.3,29.14,SAFE
30.6,34.16,111.4,99.1,31.54,SAFE
37.61,50.94,144.1,94.3,44.46,DANGER
35.54,78.2,155.5,95.2,46.43,CRITICAL
28.35,53.33,61.8,99.9,31.12,SAFE
41.87,80.11,185.6,89.5,59.31,CRITICAL
30.23,33.86,122.8,94.8,31.02,WARNING
32.39,54.43,140.2,95.3,37.09,WARNING
23.98,38.81,118.3,98.7,23.78,SAFE
42.18,77.83,178.8,89.5,59.35,CRITICAL
28.01,19.95,74.5,97.3,26.49,SAFE
30.63,10.24,97.3,99.0,28.11,SAFE
42.18,81.07,174.0,93.5,60.22,CRITICAL
42.25,86.74,179.4,89.1,61.92,CRITICAL
36.6,65.97,145.3,95.0,45.91,DANGER
42.71,57.01,176.0,92.8,54.65,CRITICAL
33.57,68.88,153.1,94.3,41.33,DANGER
34.43,44.67,155.5,95.4,38.43,DANGER
30.24,49.15,103.6,98.2,33.19,WARNING
41.54,66.23,137.9,94.8,54.96,DANGER
35.08,80.96,137.8,94.2,46.1,DANGER
36.23,69.55,165.4,93.4,45.98,DANGER
30.85,58.01,138.8,95.8,35.35,WARNING
37.27,77.97,184.2,94.9,49.59,CRITICAL
26.06,59.96,127.9,96.0,28.71,WARNING
37.15,55.7,178.3,91.0,44.73,CRITICAL
39.89,75.77,173.8,91.3,54.15,CRITICAL
34.73,57.99,124.3,96.8,41.29,WARNING
37.7,64.15,190.0,89.4,47.44,CRITICAL
37.27,61.12,148.8,95.5,46.07,DANGER
28.61,57.23,63.2,97.7,31.97,SAFE
23.73,71.79,63.3,98.7,26.67,SAFE
34.89,54.97,150.1,93.4,40.99,DANGER
39.35,70.61,158.0,92.9,51.88,DANGER
21.41,68.03,79.6,97.0,23.12,SAFE
33.19,58.06,115.2,98.3,38.89,WARNING
40.33,82.34,176.6,92.4,56.64,CRITICAL
38.96,60.61,154.1,95.9,48.86,DANGER
34.09,48.86,135.2,96.8,38.68,DANGER
45.53,67.37,160.7,92.4,63.32,CRITICAL
30.08,39.92,110.8,97.0,31.67,WARNING
37.78,58.93,135.2,96.5,46.47,WARNING
29.66,63.82,126.6,97.9,34.4,WARNING
36.28,61.01,117.7,96.1,44.37,WARNING
40.7,88.67,163.5,93.8,59.01,CRITICAL
41.49,80.34,163.9,90.8,58.57,CRITICAL
39.17,75.59,160.9,89.8,52.7,CRITICAL
18.99,42.88,82.9,98.7,18.09,SAFE
30.99,55.63,150.4,94.2,35.2,DANGER
42.54,87.39,148.5,90.0,62.76,CRITICAL
21.41,55.46,93.2,97.9,22.06,SAFE
30.95,26.62,121.2,95.6,30.87,WARNING
43.59,85.7,158.9,94.8,64.68,CRITICAL
27.38,39.8,101.3,99.0,28.15,SAFE
33.74,13.44,82.5,99.0,32.05,SAFE
41.46,79.97,158.8,92.5,58.4,CRITICAL
27.28,76.17,77.4,99.6,32.37,SAFE
36.82,50.68,142.3,96.4,43.18,DANGER
27.31,21.86,97.3,97.2,25.92,SAFE
36.87,65.47,145.2,96.9,46.28,DANGER
41.83,68.66,146.2,91.2,56.16,CRITICAL
35.48,57.22,149.5,96.7,42.35,DANGER
30.9,81.96,140.7,93.4,38.95,DANGER
33.12,61.4,119.9,95.3,39.35,WARNING
26.41,25.6,62.1,98.3,25.31,SAFE
20.8,40.71,81.9,98.2,20.09,SAFE
34.72,24.18,73.5,99.1,35.13,SAFE
27.22,32.17,151.0,97.3,27.04,WARNING
31.66,34.39,86.9,97.3,32.93,SAFE
35.68,65.63,144.1,95.1,44.28,DANGER
36.22,59.45,134.1,99.3,43.97,WARNING
34.55,80.4,148.0,96.5,45.04,DANGER
28.08,49.22,119.0,96.6,30.23,WARNING
31.12,72.01,125.1,95.0,37.83,WARNING
30.9,46.82,118.1,95.0,33.78,WARNING
32.07,48.19,135.8,95.3,35.63,DANGER
35.57,55.85,147.3,93.2,42.22,DANGER
35.29,45.77,125.5,95.6,39.89,WARNING
26.36,71.34,104.0,98.6,30.41,SAFE
28.69,22.63,95.2,98.5,27.62,SAFE
40.78,76.83,146.8,96.3,56.19,DANGER
44.35,84.04,167.8,90.2,65.93,CRITICAL
33.29,52.02,121.0,95.6,38.04,WARNING
28.18,31.93,62.6,97.9,28.19,SAFE
25.38,31.7,105.6,97.3,24.76,SAFE
33.22,52.12,73.3,96.8,37.95,SAFE
27.21,61.42,110.0,97.1,30.5,SAFE
31.06,58.72,128.7,97.2,35.77,WARNING
32.98,63.66,138.1,95.5,39.49,WARNING
28.8,45.86,129.2,97.6,30.77,WARNING
24.28,19.08,92.1,96.0,22.18,SAFE
37.17,53.8,134.9,95.4,44.36,DANGER
42.05,54.06,178.5,93.2,52.65,CRITICAL
23.98,21.73,85.1,99.6,22.11,SAFE
29.96,61.99,92.3,97.5,34.6,WARNING
32.88,49.24,154.1,92.5,36.97,DANGER
37.2,54.69,155.7,94.4,44.61,DANGER
33.52,74.63,175.5,91.5,42.22,CRITICAL
22.65,48.29,79.9,97.9,23.02,SAFE
25.01,42.15,94.8,97.9,25.41,SAFE
38.55,84.61,148.2,94.3,53.52,DANGER
26.97,18.94,96.7,99.8,25.18,SAFE
23.71,51.83,105.3,97.3,24.71,SAFE
43.09,86.81,182.9,94.3,63.84,CRITICAL
32.69,80.34,144.6,99.6,41.74,DANGER
37.95,50.02,153.2,96.3,44.81,WARNING
33.48,39.49,121.0,97.6,36.2,WARNING
24.96,44.16,96.8,98.0,25.55,SAFE
42.78,54.09,179.4,90.2,53.97,CRITICAL
32.92,83.37,163.4,96.4,42.64,WARNING
28.62,32.97,76.3,97.9,28.87,SAFE
32.43,73.42,128.1,96.5,40.2,WARNING
44.46,56.8,172.7,95.4,57.85,CRITICAL
38.13,78.69,161.0,95.9,51.38,DANGER
29.48,53.55,121.6,94.9,32.74,WARNING
44.63,76.16,175.4,90.8,64.16,CRITICAL
27.89,48.03,73.5,98.2,29.83,SAFE
32.71,70.16,157.0,93.2,40.12,DANGER
24.72,41.37,94.4,99.2,24.96,SAFE
39.53,60.73,161.6,94.2,49.89,CRITICAL
37.99,62.78,145.7,95.3,47.66,DANGER
33.97,64.81,132.2,96.4,41.29,WARNING
33.65,77.36,135.3,95.1,42.92,WARNING
35.11,65.73,142.9,95.8,43.33,DANGER
35.39,61.83,141.0,94.1,43.07,DANGER
41.69,78.31,183.2,94.7,58.44,CRITICAL
30.36,45.09,79.8,99.4,32.78,SAFE
29.52,51.75,118.5,98.1,32.54,WARNING
27.06,68.65,100.1,98.5,31.14,SAFE
24.55,22.85,77.4,97.2,22.87,WARNING
35.26,98.0,158.2,95.5,49.63,DANGER
39.28,47.27,152.6,93.0,46.31,DANGER
48.0,76.0,184.8,90.7,71.87,CRITICAL
41.17,71.19,175.1,93.4,55.53,DANGER
34.07,40.02,125.9,95.2,37.09,WARNING
27.48,65.58,108.5,98.6,31.39,SAFE
37.99,81.18,167.7,93.8,51.65,CRITICAL
39.5,52.97,160.0,93.7,48.01,CRITICAL
40.29,73.73,157.0,93.5,54.43,DANGER
25.43,25.56,52.1,98.3,24.17,SAFE
32.31,38.62,150.1,93.7,34.45,WARNING
25.05,41.24,102.5,98.9,25.36,SAFE
39.97,58.55,149.1,94.2,50.14,DANGER
43.61,60.8,185.4,91.7,57.42,CRITICAL
22.1,28.3,99.9,97.8,20.58,SAFE
36.17,34.96,109.6,97.4,39.06,SAFE
26.48,40.3,91.8,97.7,27.06,SAFE
37.11,32.9,131.1,96.3,39.94,WARNING
18.0,56.46,107.5,97.2,17.84,SAFE
30.98,80.3,157.1,98.8,38.82,WARNING
33.49,53.53,127.3,95.5,38.58,WARNING
29.04,50.79,133.9,95.5,31.75,WARNING
35.73,65.3,141.7,97.7,44.3,WARNING
37.25,98.0,155.5,93.6,53.73,DANGER
38.04,88.77,143.6,95.0,53.41,DANGER
37.0,68.41,136.6,92.7,47.11,DANGER
29.49,49.43,119.8,95.3,32.19,WARNING
23.5,46.2,99.5,98.5,23.9,SAFE
32.2,38.55,106.0,95.7,34.3,WARNING
34.77,54.35,139.2,96.2,40.7,WARNING
21.54,41.49,114.5,97.3,21.04,SAFE
44.04,82.68,165.9,95.2,64.81,CRITICAL
27.28,17.15,84.5,97.7,25.33,SAFE
42.68,87.7,143.5,95.4,63.17,DANGER
39.0,74.75,155.2,89.7,52.18,CRITICAL
39.93,82.46,156.5,90.7,55.85,CRITICAL
23.62,36.91,94.2,97.8,23.17,SAFE
33.04,63.73,99.6,97.6,39.61,WARNING
24.38,36.6,75.3,100.0,24.05,SAFE
21.87,29.5,108.0,99.6,20.41,SAFE
39.68,91.27,158.2,89.6,57.44,CRITICAL
40.21,82.98,147.7,93.3,56.54,DANGER
26.81,41.95,82.4,98.1,27.67,SAFE
43.61,73.17,160.7,91.2,61.05,CRITICAL
47.71,76.64,163.1,92.4,71.41,CRITICAL
27.64,34.03,76.1,99.9,27.78,SAFE
27.35,28.61,73.0,98.2,26.77,SAFE
44.24,84.26,170.0,91.9,65.76,CRITICAL
38.22,55.85,141.1,91.7,46.52,DANGER
30.68,46.98,116.3,96.2,33.5,WARNING
35.54,60.36,180.4,92.2,43.04,CRITICAL
31.41,70.55,132.0,96.8,38.07,WARNING
26.22,41.47,118.1,99.9,26.86,SAFE
35.34,67.89,123.1,96.6,44.13,WARNING
40.18,63.78,190.0,93.3,51.78,CRITICAL
35.97,58.34,140.2,93.9,43.34,DANGER
30.72,66.04,134.7,96.7,36.32,WARNING
43.7,85.47,190.0,92.1,64.85,CRITICAL
43.62,85.64,164.4,88.0,64.72,CRITICAL
30.59,40.33,99.8,95.3,32.42,WARNING
36.98,69.27,161.0,95.1,47.26,DANGER
39.66,65.68,136.7,94.7,51.3,DANGER
40.99,89.25,154.8,93.3,59.8,CRITICAL
27.51,52.68,120.9,95.6,29.87,WARNING
37.63,60.35,162.9,94.5,46.51,DANGER
32.81,39.9,132.8,98.9,35.34,WARNING
38.69,43.58,153.9,93.8,44.53,DANGER
35.22,51.22,117.8,96.2,40.81,WARNING
35.4,41.02,113.5,94.4,39.15,DANGER
38.35,77.59,133.6,95.6,51.56,DANGER
37.95,65.62,142.7,92.1,48.2,DANGER
40.2,80.54,165.5,94.1,55.93,CRITICAL
34.15,52.54,156.9,93.3,39.42,DANGER
32.65,38.9,143.5,93.4,34.96,WARNING
29.02,44.75,88.1,97.9,30.92,SAFE
28.16,67.65,120.1,96.6,32.64,WARNING
30.68,52.64,73.5,98.0,34.32,SAFE
28.3,20.95,109.3,97.4,26.95,SAFE
20.74,57.75,68.3,98.6,21.39,SAFE
33.34,54.13,110.6,96.8,38.47,WARNING
27.9,82.24,59.9,99.0,34.07,SAFE
28.31,57.21,96.0,97.0,31.55,SAFE
36.23,64.45,125.8,95.0,44.97,DANGER
38.48,66.81,159.4,95.0,49.4,DANGER
40.65,59.79,156.9,93.6,51.65,DANGER
27.36,11.68,121.6,97.7,24.76,SAFE
37.36,69.02,162.5,93.5,47.88,DANGER
27.5,44.54,88.1,99.5,28.88,SAFE
41.21,90.94,134.2,94.4,60.71,CRITICAL
19.55,38.99,105.5,96.6,18.47,SAFE
32.73,32.87,115.9,97.4,34.09,WARNING
35.06,39.93,129.3,94.2,38.47,WARNING
35.11,59.2,121.3,98.5,42.13,WARNING
40.99,63.59,146.0,94.5,53.24,DANGER
40.05,77.99,176.1,91.9,55.0,CRITICAL
24.13,57.81,89.7,98.1,25.85,SAFE
40.36,61.1,178.4,91.7,51.46,CRITICAL
35.48,48.83,139.8,95.2,40.75,DANGER
32.37,48.84,91.2,99.4,36.17,SAFE
36.56,58.58,156.5,95.4,44.36,DANGER
35.42,73.61,159.3,93.3,45.35,DANGER
39.19,90.43,163.5,88.9,56.19,CRITICAL
39.65,66.19,169.7,93.0,51.4,CRITICAL
36.7,77.64,134.6,96.4,48.45,DANGER
30.49,62.65,140.3,95.1,35.49,DANGER
30.66,84.19,137.3,95.1,38.86,WARNING
18.0,27.29,108.2,98.5,15.85,SAFE
41.62,83.12,176.0,92.2,59.57,CRITICAL
31.39,45.96,146.0,94.9,34.32,DANGER
29.02,34.14,91.6,97.9,29.52,SAFE
30.98,10.0,90.4,98.6,28.46,SAFE
44.09,84.61,147.7,89.0,65.5,CRITICAL
31.02,76.14,130.3,94.9,38.29,WARNING
41.92,87.76,167.2,92.7,61.47,CRITICAL
37.3,63.96,160.0,95.6,46.71,DANGER
41.07,79.09,173.9,91.6,57.36,CRITICAL
39.71,77.74,175.3,92.5,54.27,CRITICAL
45.81,65.43,146.9,92.0,63.27,DANGER
44.77,83.1,157.9,95.1,66.63,CRITICAL
33.06,69.84,136.2,97.1,40.65,WARNING
35.34,86.67,168.1,93.9,47.67,DANGER
31.2,63.3,145.5,96.9,36.66,WARNING
28.89,54.07,87.6,97.8,31.97,SAFE
30.96,93.96,130.1,97.3,40.82,WARNING
36.02,45.1,155.4,97.7,40.85,DANGER
30.06,44.84,158.6,95.2,32.34,WARNING
40.31,76.27,166.2,91.8,55.1,CRITICAL
30.14,44.77,124.4,96.2,32.44,WARNING
39.01,95.37,152.9,96.0,56.94,DANGER
31.12,64.66,146.7,98.0,36.74,WARNING
34.72,32.71,132.3,97.1,36.68,WARNING
38.14,87.67,190.0,94.2,53.38,CRITICAL
33.43,55.74,108.7,98.5,38.88,WARNING
34.19,68.12,122.6,98.4,42.23,WARNING
42.76,70.46,157.2,92.4,58.51,CRITICAL
37.56,55.58,119.2,98.4,45.38,WARNING
26.05,65.87,135.5,97.4,29.36,WARNING
37.54,70.36,141.4,96.3,48.48,WARNING
27.44,49.49,140.6,95.4,29.4,WARNING
39.07,93.91,152.6,93.2,56.74,DANGER
40.03,59.13,113.4,93.8,50.39,WARNING
41.78,72.28,149.9,91.8,57.02,CRITICAL
39.8,56.15,186.5,90.1,49.27,CRITICAL
24.39,53.62,99.1,97.9,25.78,SAFE
34.83,58.58,190.0,93.4,41.55,CRITICAL
31.48,42.8,91.5,98.4,33.98,SAFE
36.57,63.7,111.1,98.8,45.41,WARNING
34.62,43.77,129.0,96.1,38.55,WARNING
20.94,53.75,77.5,97.5,21.32,SAFE
34.09,55.84,117.1,95.2,39.91,WARNING
26.13,42.28,79.2,99.1,26.84,SAFE
42.38,64.03,166.7,94.9,55.98,CRITICAL
29.95,47.59,65.6,99.6,32.57,SAFE
34.64,42.27,127.5,97.9,38.31,WARNING
38.78,87.32,145.3,99.1,54.61,DANGER
42.23,73.7,168.0,93.3,58.33,CRITICAL
34.6,52.27,117.9,97.3,40.06,WARNING
32.71,79.55,110.8,96.1,41.66,WARNING
27.67,42.36,87.0,98.0,28.83,SAFE
36.95,45.5,118.3,98.2,42.31,WARNING
27.67,36.31,137.8,96.3,28.1,WARNING
23.95,79.46,82.2,98.0,27.73,SAFE
38.04,62.8,149.7,94.7,47.75,DANGER
22.99,43.19,107.3,97.9,22.98,SAFE
33.5,65.76,141.8,93.9,40.68,DANGER
33.1,57.42,109.3,97.7,38.65,WARNING
37.71,94.1,148.2,95.2,53.87,DANGER
30.7,46.02,152.2,95.3,33.38,WARNING
36.95,61.13,178.7,90.2,45.53,CRITICAL
34.84,69.74,139.9,93.6,43.62,DANGER
42.85,60.05,163.6,89.7,55.76,CRITICAL
35.07,43.8,152.6,93.4,39.19,DANGER
29.04,34.16,85.5,97.6,29.56,SAFE
31.28,66.59,124.3,96.7,37.27,WARNING
31.62,95.18,119.3,95.4,42.19,WARNING
42.53,60.79,134.4,95.1,55.36,DANGER
32.39,51.4,125.9,95.5,36.61,WARNING
36.78,98.0,133.6,98.9,52.76,WARNING
33.11,69.72,163.1,94.9,40.71,DANGER
41.12,60.15,162.8,90.2,52.58,CRITICAL
35.46,79.26,151.4,93.0,46.48,DANGER
34.6,45.96,155.1,96.0,38.91,DANGER
